,Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Stress_Level_Num,Study_Hours_Category
346,347,8.1,3.1,8.2,2.4,2.2,3.09,High,3,7-8 hours
347,348,9.9,2.4,7.9,2.8,1.0,3.67,High,3,+9 hours
348,349,9.1,2.6,5.6,2.0,4.7,3.16,High,3,+9 hours
349,350,7.2,2.5,9.7,1.1,3.5,2.69,Moderate,2,7-8 hours
350,351,5.6,0.8,9.4,3.9,4.3,3.01,Low,1,1-6 hours
351,352,9.3,3.4,9.6,0.4,1.3,3.28,High,3,+9 hours
352,353,8.8,1.8,9.2,3.1,1.1,3.45,High,3,7-8 hours
353,354,5.9,2.2,9.9,5.6,0.4,3.12,Low,1,1-6 hours
354,355,5.2,0.7,5.7,4.4,8.0,2.67,High,3,1-6 hours
355,356,7.5,3.4,8.7,2.4,2.0,3.24,Moderate,2,7-8 hours
356,357,8.0,2.0,6.5,3.4,4.1,3.35,Moderate,2,7-8 hours
357,358,8.2,3.0,5.8,2.8,4.2,3.31,High,3,7-8 hours
358,359,5.0,1.0,8.6,6.0,3.4,2.71,Low,1,1-6 hours
359,360,9.0,0.8,7.8,4.4,2.0,3.18,High,3,+9 hours
360,361,8.1,0.8,6.8,4.7,3.6,3.19,High,3,7-8 hours
361,362,8.8,0.1,8.7,1.2,5.2,3.32,High,3,7-8 hours
362,363,9.8,1.5,6.6,0.9,5.2,3.61,High,3,+9 hours
363,364,10.0,1.5,7.2,3.8,1.5,3.43,High,3,+9 hours
364,365,9.4,2.4,7.0,2.1,3.1,3.1,High,3,+9 hours
365,366,9.0,0.4,7.9,2.9,3.8,3.6,High,3,+9 hours
366,367,8.2,0.3,7.9,3.4,4.2,3.64,High,3,7-8 hours
367,368,8.4,3.2,6.3,5.0,1.1,3.5,High,3,7-8 hours
368,369,7.5,0.3,5.3,2.0,8.9,3.26,High,3,7-8 hours
369,370,8.9,2.1,7.2,0.9,4.9,3.53,High,3,7-8 hours
370,371,6.6,1.7,5.4,1.3,9.0,3.29,High,3,1-6 hours
371,372,10.0,3.7,8.2,0.9,1.2,3.63,High,3,+9 hours
372,373,8.2,3.1,5.6,2.5,4.6,3.16,High,3,7-8 hours
373,374,7.9,2.4,5.9,2.2,5.6,3.4,High,3,7-8 hours
374,375,6.7,0.1,5.1,5.0,7.1,3.03,High,3,1-6 hours
375,376,6.5,3.8,6.3,2.6,4.8,2.62,Moderate,2,1-6 hours
376,377,9.4,3.4,5.9,4.3,1.0,3.18,High,3,+9 hours
377,378,5.7,0.3,8.6,3.0,6.4,2.28,Low,1,1-6 hours
378,379,7.2,2.9,8.8,0.8,4.3,2.88,Moderate,2,7-8 hours
379,380,8.8,2.6,9.8,0.2,2.6,3.38,High,3,7-8 hours
380,381,5.3,1.1,6.3,1.5,9.8,2.75,Low,1,1-6 hours
381,382,6.4,3.0,7.2,4.7,2.7,3.03,Moderate,2,1-6 hours
382,383,5.3,2.0,5.2,0.4,11.1,2.31,High,3,1-6 hours
383,384,6.7,3.6,5.1,4.0,4.6,3.18,High,3,1-6 hours
384,385,9.8,2.2,9.7,0.1,2.2,3.16,High,3,+9 hours
385,386,8.7,3.9,6.3,3.3,1.8,3.2,High,3,7-8 hours
386,387,6.0,2.3,7.3,5.8,2.6,2.58,Moderate,2,1-6 hours
387,388,5.6,0.6,6.1,1.5,10.2,3.07,Low,1,1-6 hours
388,389,9.3,2.2,7.6,0.6,4.3,3.48,High,3,+9 hours
389,390,5.3,2.8,7.7,0.5,7.7,2.93,Low,1,1-6 hours
390,391,7.3,1.9,5.8,5.7,3.3,3.18,High,3,7-8 hours
391,392,7.3,1.6,8.3,3.3,3.5,3.28,Moderate,2,7-8 hours
392,393,5.3,2.1,9.0,2.8,4.8,2.67,Low,1,1-6 hours
393,394,5.8,1.3,8.8,3.1,5.0,2.71,Low,1,1-6 hours
394,395,6.0,3.5,9.4,4.4,0.7,2.84,Moderate,2,1-6 hours
395,396,9.9,3.1,5.1,0.4,5.5,3.17,High,3,+9 hours
396,397,7.3,3.6,7.7,2.7,2.7,3.15,Moderate,2,7-8 hours
397,398,9.1,1.5,8.9,4.3,0.2,3.21,High,3,+9 hours
398,399,6.0,2.1,6.4,4.8,4.7,3.27,Moderate,2,1-6 hours
399,400,9.0,1.6,9.6,2.0,1.8,3.57,High,3,+9 hours
400,401,5.8,2.8,9.0,1.9,4.5,2.8,Low,1,1-6 hours
401,402,5.9,3.6,8.3,0.9,5.3,2.8,Low,1,1-6 hours
402,403,7.2,2.5,5.4,5.3,3.6,3.08,High,3,7-8 hours
403,404,9.8,1.7,9.9,1.7,0.9,3.75,High,3,+9 hours
404,405,8.2,0.7,9.4,2.4,3.3,3.47,High,3,7-8 hours
405,406,8.6,3.6,5.4,4.4,2.0,3.81,High,3,7-8 hours
406,407,5.9,3.4,9.1,3.0,2.6,2.68,Low,1,1-6 hours
407,408,7.4,3.3,7.3,2.1,3.9,3.34,Moderate,2,7-8 hours
408,409,7.5,3.3,6.7,1.0,5.5,3.29,Moderate,2,7-8 hours
409,410,5.5,1.0,5.7,2.1,9.7,2.93,High,3,1-6 hours
410,411,7.3,3.0,8.3,3.4,2.0,3.29,Moderate,2,7-8 hours
411,412,7.4,3.9,8.2,0.6,3.9,3.02,Moderate,2,7-8 hours
412,413,8.4,1.3,8.4,0.4,5.5,3.32,High,3,7-8 hours
413,414,6.1,3.3,6.4,3.9,4.3,2.86,Moderate,2,1-6 hours
414,415,8.5,2.1,6.5,1.3,5.6,3.38,High,3,7-8 hours
415,416,9.4,3.1,8.9,1.7,0.9,3.45,High,3,+9 hours
416,417,6.3,3.6,8.4,3.2,2.5,2.92,Moderate,2,1-6 hours
417,418,7.3,3.5,7.7,2.1,3.4,2.9,Moderate,2,7-8 hours
418,419,9.9,0.4,7.1,0.3,6.3,3.55,High,3,+9 hours
419,420,6.4,3.4,6.5,5.5,2.2,3.0,Moderate,2,1-6 hours
420,421,8.8,3.2,5.1,5.8,1.1,3.13,High,3,7-8 hours
421,422,9.1,1.1,9.4,0.5,3.9,3.58,High,3,+9 hours
422,423,8.5,2.2,5.5,1.5,6.3,3.27,High,3,7-8 hours
423,424,6.5,2.4,6.5,1.8,6.8,2.91,Moderate,2,1-6 hours
424,425,8.7,0.2,9.5,4.8,0.8,3.5,High,3,7-8 hours
425,426,9.5,0.7,5.4,1.4,7.0,3.77,High,3,+9 hours
426,427,9.0,0.1,7.9,6.0,1.0,3.36,High,3,+9 hours
427,428,5.3,3.3,8.0,0.7,6.7,3.03,Low,1,1-6 hours
428,429,5.5,3.6,8.3,5.0,1.6,2.86,Low,1,1-6 hours
429,430,7.6,1.7,6.6,2.6,5.5,3.34,Moderate,2,7-8 hours
430,431,8.9,2.4,9.5,1.4,1.8,3.66,High,3,7-8 hours
431,432,8.0,2.8,6.2,3.1,3.9,3.46,Moderate,2,7-8 hours
432,433,5.5,1.5,7.4,3.9,5.7,2.85,Low,1,1-6 hours
433,434,8.7,2.0,8.2,0.4,4.7,3.42,High,3,7-8 hours
434,435,6.3,1.4,7.4,0.3,8.6,2.86,Moderate,2,1-6 hours
435,436,9.9,1.3,7.4,1.1,4.3,3.35,High,3,+9 hours
436,437,8.1,1.1,6.0,3.1,5.7,3.15,High,3,7-8 hours
437,438,9.0,2.3,7.6,1.5,3.6,3.2,High,3,+9 hours
438,439,9.7,1.6,5.4,3.7,3.6,3.39,High,3,+9 hours
439,440,7.5,3.5,7.5,3.9,1.6,2.97,Moderate,2,7-8 hours
440,441,10.0,0.5,6.4,2.4,4.7,3.14,High,3,+9 hours
441,442,9.5,2.9,8.0,1.1,2.5,3.11,High,3,+9 hours
442,443,9.1,3.8,9.1,0.0,2.0,3.27,High,3,+9 hours
443,444,6.3,0.2,8.0,4.1,5.4,2.97,Moderate,2,1-6 hours
444,445,5.6,1.5,7.3,2.2,7.4,2.8,Low,1,1-6 hours
445,446,8.8,0.3,5.4,2.1,7.4,3.12,High,3,7-8 hours
446,447,9.7,2.7,8.4,1.2,2.0,3.44,High,3,+9 hours
447,448,8.2,3.7,8.1,3.5,0.5,3.23,High,3,7-8 hours
448,449,8.6,0.5,9.5,0.4,5.0,3.06,High,3,7-8 hours
449,450,5.1,1.7,6.5,2.9,7.8,2.79,Low,1,1-6 hours
450,451,7.9,0.2,5.6,3.4,6.9,3.44,High,3,7-8 hours
451,452,8.3,3.4,8.5,1.6,2.2,3.07,High,3,7-8 hours
452,453,8.4,1.1,6.5,4.7,3.3,3.54,High,3,7-8 hours
453,454,9.1,3.4,9.6,0.8,1.1,3.31,High,3,+9 hours
454,455,6.6,2.3,6.9,3.6,4.6,3.2,Moderate,2,1-6 hours
455,456,6.9,0.7,7.2,0.9,8.3,3.26,Moderate,2,1-6 hours
456,457,9.5,1.4,5.8,0.2,7.1,3.69,High,3,+9 hours
457,458,6.7,0.3,7.0,1.9,8.1,3.28,Moderate,2,1-6 hours
458,459,8.4,2.4,6.8,1.3,5.1,3.25,High,3,7-8 hours
459,460,8.4,0.6,7.4,0.2,7.4,3.32,High,3,7-8 hours
460,461,7.5,3.9,6.9,0.2,5.5,3.11,Moderate,2,7-8 hours
461,462,5.8,0.1,8.8,2.8,6.5,2.8,Low,1,1-6 hours
462,463,6.4,3.6,5.6,5.7,2.7,3.1,High,3,1-6 hours
463,464,8.0,3.3,9.9,0.8,2.0,3.13,Moderate,2,7-8 hours
464,465,9.8,1.6,6.9,1.9,3.8,3.23,High,3,+9 hours
465,466,7.8,2.2,8.8,4.3,0.9,3.2,Moderate,2,7-8 hours
466,467,7.2,1.2,6.3,1.2,8.1,3.05,Moderate,2,7-8 hours
467,468,6.4,3.9,7.8,2.0,3.9,2.87,Moderate,2,1-6 hours
468,469,7.9,0.6,7.2,3.8,4.5,2.68,Moderate,2,7-8 hours
469,470,10.0,3.5,8.1,1.4,1.0,3.44,High,3,+9 hours
470,471,8.1,0.8,7.0,0.2,7.9,3.74,High,3,7-8 hours
471,472,6.1,3.9,9.5,3.2,1.3,2.61,Moderate,2,1-6 hours
472,473,7.7,3.5,5.7,4.7,2.4,3.21,High,3,7-8 hours
473,474,6.4,3.5,9.7,0.7,3.7,2.89,Moderate,2,1-6 hours
474,475,7.3,3.9,7.4,4.7,0.7,2.74,Moderate,2,7-8 hours
475,476,6.4,0.8,8.8,2.3,5.7,3.21,Moderate,2,1-6 hours
476,477,7.6,2.0,7.9,5.2,1.3,3.13,Moderate,2,7-8 hours
477,478,9.1,3.1,7.9,3.7,0.2,3.42,High,3,+9 hours
478,479,6.0,0.4,9.3,2.6,5.7,3.02,Moderate,2,1-6 hours
479,480,8.1,3.7,5.1,2.9,4.2,2.63,High,3,7-8 hours
480,481,8.4,2.9,8.5,0.6,3.6,3.07,High,3,7-8 hours
481,482,9.0,1.1,6.1,5.7,2.1,3.07,High,3,+9 hours
482,483,5.0,4.0,8.4,5.0,1.6,2.9,Low,1,1-6 hours
483,484,8.7,0.6,8.8,4.5,1.4,3.41,High,3,7-8 hours
484,485,8.3,3.1,9.2,2.1,1.3,3.24,High,3,7-8 hours
485,486,5.4,1.6,7.0,0.4,9.6,2.63,Low,1,1-6 hours
486,487,6.7,0.4,9.0,5.7,2.2,2.63,Moderate,2,1-6 hours
487,488,5.4,2.0,9.0,4.2,3.4,2.85,Low,1,1-6 hours
488,489,5.3,0.3,7.0,1.8,9.6,2.64,Low,1,1-6 hours
489,490,9.0,3.7,7.0,3.9,0.4,3.16,High,3,+9 hours
490,491,6.6,1.9,6.1,3.8,5.6,3.0,Moderate,2,1-6 hours
491,492,6.8,2.6,5.6,5.3,3.7,3.08,High,3,1-6 hours
492,493,7.5,1.8,7.9,3.7,3.1,3.17,Moderate,2,7-8 hours
493,494,6.2,2.9,9.1,4.7,1.1,2.83,Moderate,2,1-6 hours
494,495,7.8,2.1,5.7,4.7,3.7,3.16,High,3,7-8 hours
495,496,6.4,0.5,8.1,0.3,8.7,2.61,Moderate,2,1-6 hours
496,497,8.7,1.3,5.0,3.1,5.9,3.24,High,3,7-8 hours
497,498,9.2,0.0,6.2,4.4,4.2,3.41,High,3,+9 hours
498,499,6.6,0.4,6.8,1.6,8.6,2.89,Moderate,2,1-6 hours
499,500,8.9,3.6,7.2,3.9,0.4,3.51,High,3,7-8 hours
500,501,6.9,3.9,5.4,4.1,3.7,2.55,High,3,1-6 hours
501,502,8.2,2.8,5.0,1.0,7.0,3.2,High,3,7-8 hours
502,503,8.6,2.7,9.8,2.2,0.7,3.31,High,3,7-8 hours
503,504,6.5,0.4,8.9,3.9,4.3,3.01,Moderate,2,1-6 hours
504,505,5.2,1.4,9.8,3.0,4.6,2.49,Low,1,1-6 hours
505,506,6.0,1.5,6.8,0.3,9.4,2.44,Moderate,2,1-6 hours
506,507,8.8,1.7,9.1,3.7,0.7,3.44,High,3,7-8 hours
507,508,7.4,3.5,6.1,4.1,2.9,2.88,Moderate,2,7-8 hours
508,509,8.0,1.2,5.7,3.9,5.2,3.03,High,3,7-8 hours
509,510,8.2,1.6,8.6,1.1,4.5,3.46,High,3,7-8 hours
510,511,9.5,1.1,6.8,0.3,6.3,3.43,High,3,+9 hours
511,512,6.3,3.3,5.1,2.3,7.0,2.74,High,3,1-6 hours
512,513,6.7,0.1,5.6,2.5,9.1,2.49,High,3,1-6 hours
513,514,7.7,2.4,5.0,2.8,6.1,3.12,High,3,7-8 hours
514,515,9.8,2.1,8.4,1.2,2.5,3.61,High,3,+9 hours
515,516,7.6,3.9,5.6,0.1,6.8,3.28,High,3,7-8 hours
516,517,8.9,3.2,5.6,1.6,4.7,3.36,High,3,7-8 hours
517,518,6.7,1.5,5.0,1.8,9.0,3.31,High,3,1-6 hours
518,519,8.2,3.9,9.2,0.1,2.6,3.26,High,3,7-8 hours
519,520,8.9,1.8,7.0,1.8,4.5,3.38,High,3,7-8 hours
520,521,5.3,0.9,6.2,2.9,8.7,2.76,Low,1,1-6 hours
521,522,5.3,3.8,9.7,4.1,1.1,3.13,Low,1,1-6 hours
522,523,10.0,2.2,9.8,0.2,1.8,3.25,High,3,+9 hours
523,524,6.0,0.6,8.1,4.7,4.6,2.78,Moderate,2,1-6 hours
524,525,7.9,0.6,9.1,3.8,2.6,3.5,Moderate,2,7-8 hours
525,526,6.3,1.4,9.6,1.7,5.0,2.74,Moderate,2,1-6 hours
526,527,7.3,3.6,8.5,0.3,4.3,2.93,Moderate,2,7-8 hours
527,528,5.7,3.8,7.6,1.5,5.4,3.27,Low,1,1-6 hours
528,529,7.5,2.7,5.4,1.6,6.8,3.09,High,3,7-8 hours
529,530,7.7,1.7,5.2,1.0,8.4,3.43,High,3,7-8 hours
530,531,7.2,0.8,5.2,5.1,5.7,2.99,High,3,7-8 hours
531,532,9.8,0.8,9.8,3.6,0.0,3.59,High,3,+9 hours
532,533,8.6,3.9,7.8,1.0,2.7,3.69,High,3,7-8 hours
533,534,5.4,2.5,9.9,1.1,5.1,2.54,Low,1,1-6 hours
534,535,9.0,3.6,9.7,1.6,0.1,3.44,High,3,+9 hours
535,536,8.8,0.6,7.4,4.3,2.9,3.32,High,3,7-8 hours
536,537,6.2,2.6,8.3,1.0,5.9,3.23,Moderate,2,1-6 hours
537,538,7.5,0.0,5.0,2.1,9.4,3.2,High,3,7-8 hours
538,539,9.6,0.9,8.2,1.2,4.1,3.62,High,3,+9 hours
539,540,8.6,0.4,7.1,0.2,7.7,3.2,High,3,7-8 hours
540,541,7.4,2.6,5.6,1.7,6.7,3.26,High,3,7-8 hours
541,542,10.0,0.2,8.8,1.9,3.1,3.46,High,3,+9 hours
542,543,7.0,3.0,9.6,4.2,0.2,2.68,Moderate,2,7-8 hours
543,544,8.9,1.0,7.8,2.2,4.1,3.54,High,3,7-8 hours
544,545,8.3,1.0,6.0,5.5,3.2,3.25,High,3,7-8 hours
545,546,6.1,0.2,5.2,1.1,11.4,2.72,High,3,1-6 hours
546,547,9.3,1.1,9.8,2.2,1.6,3.79,High,3,+9 hours
547,548,7.6,3.0,6.4,2.1,4.9,2.83,Moderate,2,7-8 hours
548,549,9.5,3.8,9.5,0.5,0.7,3.4,High,3,+9 hours
549,550,7.5,0.8,8.0,1.1,6.6,3.43,Moderate,2,7-8 hours
550,551,6.7,3.4,6.0,0.4,7.5,2.48,Moderate,2,1-6 hours
551,552,9.1,3.3,6.7,3.4,1.5,3.4,High,3,+9 hours
552,553,8.9,2.6,5.8,5.3,1.4,2.98,High,3,7-8 hours
553,554,7.1,0.2,5.6,4.6,6.5,3.13,High,3,7-8 hours
554,555,5.0,1.7,7.6,0.3,9.4,2.53,Low,1,1-6 hours
555,556,6.2,0.0,8.6,5.8,3.4,2.71,Moderate,2,1-6 hours
556,557,6.1,2.7,8.7,5.1,1.4,2.57,Moderate,2,1-6 hours
557,558,6.6,2.9,9.1,1.0,4.4,2.85,Moderate,2,1-6 hours
558,559,6.9,3.6,9.0,4.4,0.1,2.92,Moderate,2,1-6 hours
559,560,8.0,2.6,5.4,3.3,4.7,3.48,High,3,7-8 hours
560,561,8.5,0.7,8.9,3.4,2.5,3.41,High,3,7-8 hours
561,562,6.5,2.9,8.8,0.6,5.2,2.67,Moderate,2,1-6 hours
562,563,7.6,2.0,6.8,5.6,2.0,3.25,Moderate,2,7-8 hours
563,564,8.6,1.8,9.6,2.8,1.2,3.47,High,3,7-8 hours
564,565,8.6,3.4,6.4,4.5,1.1,3.18,High,3,7-8 hours
565,566,6.7,3.9,9.3,2.9,1.2,2.78,Moderate,2,1-6 hours
566,567,8.6,2.2,9.7,1.7,1.8,3.07,High,3,7-8 hours
567,568,8.9,2.9,6.9,0.1,5.2,3.26,High,3,7-8 hours
568,569,9.2,0.0,8.5,5.8,0.5,3.08,High,3,+9 hours
569,570,8.5,3.3,7.7,4.4,0.1,3.2,High,3,7-8 hours
570,571,5.3,2.0,8.6,5.2,2.9,2.89,Low,1,1-6 hours
571,572,7.8,1.6,5.7,5.2,3.7,3.06,High,3,7-8 hours
572,573,5.8,1.2,6.5,5.2,5.3,3.08,Low,1,1-6 hours
573,574,6.3,2.5,7.9,5.0,2.3,3.07,Moderate,2,1-6 hours
574,575,9.5,0.0,8.4,0.3,5.8,3.07,High,3,+9 hours
575,576,6.5,1.4,8.1,2.0,6.0,3.06,Moderate,2,1-6 hours
576,577,8.7,1.6,5.3,4.7,3.7,3.2,High,3,7-8 hours
577,578,8.4,1.3,5.3,2.2,6.8,2.92,High,3,7-8 hours
578,579,9.7,2.6,8.4,2.1,1.2,3.38,High,3,+9 hours
579,580,8.8,0.4,6.4,1.7,6.7,3.05,High,3,7-8 hours
580,581,7.2,3.9,5.3,3.1,4.5,3.03,High,3,7-8 hours
581,582,8.7,2.8,7.1,1.9,3.5,3.12,High,3,7-8 hours
582,583,7.0,1.1,6.0,2.9,7.0,2.87,Moderate,2,7-8 hours
583,584,8.3,3.9,8.0,0.3,3.5,3.04,High,3,7-8 hours
584,585,5.4,3.8,6.5,0.6,7.7,3.14,Low,1,1-6 hours
585,586,8.2,1.1,5.1,5.8,3.8,3.5,High,3,7-8 hours
586,587,6.3,2.7,8.5,3.7,2.8,2.72,Moderate,2,1-6 hours
587,588,8.0,3.5,9.7,0.3,2.5,3.02,Moderate,2,7-8 hours
588,589,5.8,3.8,8.7,5.0,0.7,2.95,Low,1,1-6 hours
589,590,8.5,2.7,7.0,0.1,5.7,3.01,High,3,7-8 hours
590,591,7.9,1.0,7.3,5.7,2.1,3.41,Moderate,2,7-8 hours
591,592,5.9,2.7,9.9,0.6,4.9,2.82,Low,1,1-6 hours
592,593,5.0,1.7,5.5,4.5,7.3,2.72,High,3,1-6 hours
593,594,6.3,1.7,8.6,0.1,7.3,3.11,Moderate,2,1-6 hours
594,595,7.9,2.5,8.2,1.3,4.1,3.08,Moderate,2,7-8 hours
595,596,6.0,3.5,8.7,0.1,5.7,2.95,Moderate,2,1-6 hours
596,597,6.2,0.9,6.4,1.5,9.0,2.92,Moderate,2,1-6 hours
597,598,8.7,2.4,8.4,0.4,4.1,3.16,High,3,7-8 hours
598,599,9.8,3.4,9.0,1.5,0.3,3.49,High,3,+9 hours
599,600,6.0,2.5,8.7,4.4,2.4,3.05,Moderate,2,1-6 hours
600,601,7.6,0.3,6.9,5.5,3.7,3.35,Moderate,2,7-8 hours
601,602,6.3,1.5,9.5,4.0,2.7,3.42,Moderate,2,1-6 hours
602,603,8.9,1.8,8.2,1.3,3.8,3.21,High,3,7-8 hours
603,604,7.2,2.6,9.7,0.3,4.2,3.42,Moderate,2,7-8 hours
604,605,9.1,1.2,7.2,0.1,6.4,3.37,High,3,+9 hours
605,606,5.3,2.0,9.6,0.6,6.5,2.41,Low,1,1-6 hours
606,607,8.8,1.6,8.3,1.4,3.9,3.26,High,3,7-8 hours
607,608,5.4,0.7,8.3,5.3,4.3,2.75,Low,1,1-6 hours
608,609,9.1,2.7,5.6,1.7,4.9,3.15,High,3,+9 hours
609,610,7.6,2.1,6.8,2.1,5.4,2.97,Moderate,2,7-8 hours
610,611,9.1,3.2,6.5,4.8,0.4,3.34,High,3,+9 hours
611,612,6.8,2.0,9.7,4.8,0.7,3.09,Moderate,2,1-6 hours
612,613,5.5,1.6,7.8,3.0,6.1,2.9,Low,1,1-6 hours
613,614,8.4,3.4,9.3,2.2,0.7,3.2,High,3,7-8 hours
614,615,7.2,2.4,5.8,4.0,4.6,3.19,High,3,7-8 hours
615,616,6.1,0.5,5.8,0.0,11.6,2.73,High,3,1-6 hours
616,617,8.6,2.9,7.6,0.8,4.1,3.15,High,3,7-8 hours
617,618,5.5,0.9,7.6,3.6,6.4,2.57,Low,1,1-6 hours
618,619,6.2,0.2,7.0,1.4,9.2,3.13,Moderate,2,1-6 hours
619,620,7.1,1.7,7.7,4.2,3.3,3.48,Moderate,2,7-8 hours
620,621,8.5,0.7,7.5,2.5,4.8,3.34,High,3,7-8 hours
621,622,7.7,0.5,8.0,0.7,7.1,3.34,Moderate,2,7-8 hours
622,623,6.7,0.6,8.5,1.2,7.0,3.18,Moderate,2,1-6 hours
623,624,6.0,2.0,7.1,0.1,8.8,2.85,Moderate,2,1-6 hours
624,625,9.0,0.3,7.4,3.4,3.9,3.64,High,3,+9 hours
625,626,6.3,0.0,8.6,3.2,5.9,3.14,Moderate,2,1-6 hours
626,627,9.2,3.3,9.2,1.1,1.2,3.6,High,3,+9 hours
627,628,7.3,0.7,9.3,5.3,1.4,2.97,Moderate,2,7-8 hours
628,629,7.3,0.3,6.9,4.8,4.7,3.09,Moderate,2,7-8 hours
629,630,5.3,3.5,6.9,3.3,5.0,2.81,Low,1,1-6 hours
630,631,9.8,0.3,8.2,0.4,5.3,3.71,High,3,+9 hours
631,632,7.2,4.0,7.8,1.6,3.4,2.98,Moderate,2,7-8 hours
632,633,6.1,1.4,6.9,0.4,9.2,2.79,Moderate,2,1-6 hours
633,634,8.6,2.6,8.5,0.0,4.3,2.85,High,3,7-8 hours
634,635,6.1,2.6,7.4,0.0,7.9,3.03,Moderate,2,1-6 hours
635,636,7.7,0.3,8.8,3.5,3.7,3.29,Moderate,2,7-8 hours
636,637,8.9,3.0,9.0,1.6,1.5,3.42,High,3,7-8 hours
637,638,8.1,3.0,5.8,1.2,5.9,3.04,High,3,7-8 hours
638,639,9.5,3.0,9.5,1.5,0.5,3.76,High,3,+9 hours
639,640,9.4,2.3,8.2,0.6,3.5,3.62,High,3,+9 hours
640,641,7.4,2.9,6.4,1.2,6.1,2.89,Moderate,2,7-8 hours
641,642,6.1,1.7,9.5,3.0,3.7,2.76,Moderate,2,1-6 hours
642,643,5.9,0.3,8.5,2.3,7.0,2.99,Low,1,1-6 hours
643,644,9.0,1.1,8.5,1.4,4.0,3.56,High,3,+9 hours
644,645,9.7,2.5,6.6,1.4,3.8,3.57,High,3,+9 hours
645,646,6.1,2.4,6.3,4.0,5.2,2.73,Moderate,2,1-6 hours
646,647,9.1,3.1,8.8,0.6,2.4,3.42,High,3,+9 hours
647,648,6.8,1.7,5.2,1.6,8.7,2.91,High,3,1-6 hours
648,649,5.2,3.5,6.2,3.3,5.8,2.8,Low,1,1-6 hours
649,650,6.6,3.6,9.4,1.4,3.0,2.94,Moderate,2,1-6 hours
650,651,9.5,4.0,9.1,1.2,0.2,3.52,High,3,+9 hours
651,652,5.3,0.4,10.0,2.0,6.3,2.49,Low,1,1-6 hours
652,653,8.7,3.2,9.3,2.8,0.0,3.1,High,3,7-8 hours
653,654,5.1,1.4,8.9,3.4,5.2,2.72,Low,1,1-6 hours
654,655,6.6,2.6,6.2,0.1,8.5,3.11,Moderate,2,1-6 hours
655,656,8.8,0.2,9.2,3.6,2.2,3.59,High,3,7-8 hours
656,657,7.8,2.5,9.3,2.6,1.8,3.2,Moderate,2,7-8 hours
657,658,8.8,1.8,8.5,1.9,3.0,3.32,High,3,7-8 hours
658,659,6.1,2.4,9.6,5.5,0.4,2.99,Moderate,2,1-6 hours
659,660,6.1,4.0,9.9,2.6,1.4,2.49,Moderate,2,1-6 hours
660,661,9.0,2.9,8.0,0.2,3.9,3.74,High,3,+9 hours
661,662,8.4,1.5,9.7,0.7,3.7,3.16,High,3,7-8 hours
662,663,7.5,2.8,8.5,3.4,1.8,2.98,Moderate,2,7-8 hours
663,664,8.2,2.4,5.9,4.2,3.3,3.13,High,3,7-8 hours
664,665,7.3,2.7,9.2,0.8,4.0,3.41,Moderate,2,7-8 hours
665,666,9.2,3.2,9.8,1.0,0.8,3.55,High,3,+9 hours
666,667,7.4,1.6,5.8,3.4,5.8,3.19,High,3,7-8 hours
667,668,7.9,2.4,6.8,0.3,6.6,3.14,Moderate,2,7-8 hours
668,669,5.2,1.7,5.4,3.6,8.1,2.55,High,3,1-6 hours
669,670,9.3,3.5,6.0,3.8,1.4,3.52,High,3,+9 hours
670,671,6.4,3.2,10.0,0.1,4.3,3.01,Moderate,2,1-6 hours
671,672,9.9,1.9,9.2,0.2,2.8,3.65,High,3,+9 hours
672,673,6.7,0.3,9.9,4.9,2.2,2.96,Moderate,2,1-6 hours
673,674,5.4,0.8,6.1,2.8,8.9,2.66,Low,1,1-6 hours
674,675,6.3,0.4,5.8,0.9,10.6,2.93,High,3,1-6 hours
675,676,6.4,3.2,6.6,1.8,6.0,3.06,Moderate,2,1-6 hours
676,677,6.2,0.5,6.3,2.1,8.9,2.84,Moderate,2,1-6 hours
677,678,6.1,3.2,5.7,2.1,6.9,2.95,High,3,1-6 hours
678,679,9.3,0.6,5.4,2.9,5.8,3.51,High,3,+9 hours
679,680,9.0,0.5,7.9,3.0,3.6,2.99,High,3,+9 hours
680,681,5.7,2.5,6.4,2.9,6.5,2.84,Low,1,1-6 hours
681,682,6.5,3.3,5.3,2.5,6.4,2.81,High,3,1-6 hours
682,683,7.3,2.9,7.9,3.9,2.0,3.19,Moderate,2,7-8 hours
683,684,6.6,2.2,9.2,5.9,0.1,3.06,Moderate,2,1-6 hours
684,685,9.4,1.5,6.0,2.9,4.2,3.4,High,3,+9 hours
685,686,7.4,3.4,6.8,5.2,1.2,3.45,Moderate,2,7-8 hours
686,687,7.0,1.3,7.3,4.6,3.8,3.0,Moderate,2,7-8 hours
687,688,9.8,0.7,7.8,3.3,2.4,3.41,High,3,+9 hours
688,689,7.4,2.6,6.1,3.3,4.6,3.41,Moderate,2,7-8 hours
689,690,5.7,2.3,5.9,1.7,8.4,2.62,High,3,1-6 hours
690,691,6.1,0.7,9.1,1.7,6.4,2.69,Moderate,2,1-6 hours
691,692,6.9,3.2,6.8,0.5,6.6,3.08,Moderate,2,1-6 hours
692,693,7.8,3.4,9.0,0.7,3.1,2.95,Moderate,2,7-8 hours
